antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'petal_length_低'}),"frozenset({'Iris-setosa', 'petal_width_低'})",0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
frozenset({'petal_width_低'}),"frozenset({'Iris-setosa', 'petal_length_低'})",0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'petal_length_低'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'petal_width_低'})",frozenset({'Iris-setosa'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'Iris-setosa'})",frozenset({'petal_width_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'petal_width_低'})","frozenset({'Iris-setosa', 'petal_length_低'})",0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_width_中', 'petal_width_低'})","frozenset({'Iris-setosa', 'petal_length_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'petal_length_低'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'sepal_width_中', 'Iris-setosa'})","frozenset({'petal_length_低', 'petal_width_低'})",0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
frozenset({'Iris-setosa'}),frozenset({'petal_length_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'Iris-versicolor', 'sepal_width_低'})",frozenset({'petal_width_中'}),0.22666666666666666,0.3466666666666667,0.22666666666666666,1.0,2.8846153846153846,1.0,0.14808888888888888,inf,0.8448275862068966,0.6538461538461537,1.0,0.8269230769230769
"frozenset({'sepal_width_中', 'petal_length_低', 'petal_width_低'})",frozenset({'Iris-setosa'}),0.10666666666666667,0.3333333333333333,0.10666666666666667,1.0,3.0,1.0,0.07111111111111112,inf,0.746268656716418,0.32000000000000006,1.0,0.66
"frozenset({'Iris-setosa', 'petal_width_低'})",frozenset({'petal_length_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'petal_width_中', 'petal_length_中', 'sepal_width_低'})",frozenset({'Iris-versicolor'}),0.22,0.3333333333333333,0.22,1.0,3.0,1.0,0.14666666666666667,inf,0.8547008547008547,0.6599999999999999,1.0,0.8300000000000001
frozenset({'Iris-setosa'}),frozenset({'petal_width_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'Iris-setosa', 'petal_length_低'})",frozenset({'petal_width_低'}),0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,0.2222222222222222,inf,0.9999999999999999,1.0,1.0,1.0
"frozenset({'sepal_length_低', 'petal_length_低'})",frozenset({'Iris-setosa'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'sepal_length_低', 'Iris-setosa'})",frozenset({'petal_length_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'Iris-versicolor', 'petal_length_中', 'sepal_width_低'})",frozenset({'petal_width_中'}),0.22,0.3466666666666667,0.22,1.0,2.8846153846153846,1.0,0.14373333333333332,inf,0.8376068376068375,0.6346153846153846,1.0,0.8173076923076923
"frozenset({'petal_width_中', 'petal_length_中'})",frozenset({'Iris-versicolor'}),0.31333333333333335,0.3333333333333333,0.31333333333333335,1.0,3.0,1.0,0.2088888888888889,inf,0.970873786407767,0.94,1.0,0.97
"frozenset({'sepal_length_低', 'Iris-setosa', 'petal_width_低'})",frozenset({'petal_length_低'}),0.3,0.3333333333333333,0.3,1.0,3.0,1.0,0.2,inf,0.9523809523809524,0.9,1.0,0.95
"frozenset({'petal_width_中', 'Iris-versicolor'})",frozenset({'petal_length_中'}),0.32,0.36,0.31333333333333335,0.9791666666666667,2.719907407407408,1.0,0.19813333333333336,30.72000000000011,0.9299123904881103,0.8545454545454548,0.9674479166666667,0.9247685185185186
"frozenset({'Iris-versicolor', 'petal_length_中'})",frozenset({'petal_width_中'}),0.32,0.3466666666666667,0.31333333333333335,0.9791666666666667,2.824519230769231,1.0,0.20240000000000002,31.36000000000011,0.9499374217772217,0.8867924528301886,0.9681122448979593,0.9415064102564104
"frozenset({'petal_length_高', 'petal_width_高'})",frozenset({'Iris-virginica'}),0.2733333333333333,0.3333333333333333,0.26666666666666666,0.9756097560975611,2.9268292682926833,1.0,0.17555555555555558,27.333333333333435,0.9059633027522938,0.784313725490196,0.9634146341463414,0.8878048780487806
"frozenset({'Iris-versicolor', 'sepal_width_低'})","frozenset({'petal_width_中', 'petal_length_中'})",0.22666666666666666,0.31333333333333335,0.22,0.9705882352941178,3.097622027534418,1.0,0.14897777777777776,23.34666666666675,0.8756530825496343,0.6874999999999999,0.9571673329525987,0.8363579474342929
"frozenset({'Iris-versicolor', 'sepal_width_低'})",frozenset({'petal_length_中'}),0.22666666666666666,0.36,0.22,0.9705882352941178,2.696078431372549,1.0,0.13840000000000002,21.760000000000076,0.8134796238244516,0.6,0.954044117647059,0.7908496732026145
"frozenset({'petal_width_中', 'Iris-versicolor', 'sepal_width_低'})",frozenset({'petal_length_中'}),0.22666666666666666,0.36,0.22,0.9705882352941178,2.696078431372549,1.0,0.13840000000000002,21.760000000000076,0.8134796238244516,0.6,0.954044117647059,0.7908496732026145
"frozenset({'Iris-versicolor', 'sepal_length_中'})",frozenset({'petal_length_中'}),0.22,0.36,0.21333333333333335,0.9696969696969697,2.6936026936026938,1.0,0.13413333333333335,21.12000000000002,0.8060897435897436,0.581818181818182,0.9526515151515152,0.7811447811447811
"frozenset({'Iris-versicolor', 'sepal_length_中'})",frozenset({'petal_width_中'}),0.22,0.3466666666666667,0.21333333333333335,0.9696969696969697,2.797202797202797,1.0,0.13706666666666667,21.56000000000002,0.8237179487179487,0.6037735849056605,0.953617810760668,0.7925407925407926
"frozenset({'Iris-versicolor', 'petal_length_中', 'sepal_length_中'})",frozenset({'petal_width_中'}),0.21333333333333335,0.3466666666666667,0.20666666666666667,0.9687499999999999,2.7944711538461533,1.0,0.1327111111111111,20.90666666666659,0.8162930563149262,0.5849056603773584,0.9521683673469387,0.782451923076923
"frozenset({'petal_length_高', 'sepal_length_高'})",frozenset({'Iris-virginica'}),0.21333333333333335,0.3333333333333333,0.20666666666666667,0.9687499999999999,2.90625,1.0,0.13555555555555554,21.33333333333326,0.8337889557135046,0.607843137254902,0.9531249999999997,0.7943749999999999
"frozenset({'petal_width_中', 'Iris-versicolor', 'sepal_length_中'})",frozenset({'petal_length_中'}),0.21333333333333335,0.36,0.20666666666666667,0.9687499999999999,2.690972222222222,1.0,0.12986666666666666,20.47999999999993,0.7987971569163478,0.5636363636363636,0.9511718749999998,0.771412037037037
"frozenset({'petal_length_高', 'sepal_length_高'})",frozenset({'petal_width_高'}),0.21333333333333335,0.32,0.20666666666666667,0.9687499999999999,3.0273437499999996,1.0,0.1384,21.75999999999992,0.8512848551120832,0.6326530612244898,0.9540441176470588,0.8072916666666666
"frozenset({'sepal_length_高', 'petal_width_高'})",frozenset({'Iris-virginica'}),0.20666666666666667,0.3333333333333333,0.2,0.967741935483871,2.903225806451613,1.0,0.13111111111111112,20.666666666666686,0.8263305322128852,0.5882352941176471,0.9516129032258065,0.7838709677419355
"frozenset({'sepal_length_高', 'Iris-virginica'})","frozenset({'petal_length_高', 'petal_width_高'})",0.20666666666666667,0.2733333333333333,0.2,0.967741935483871,3.540519276160504,1.0,0.14351111111111112,22.52666666666669,0.9044817927170868,0.7142857142857144,0.9556081680970702,0.849724626278521
"frozenset({'petal_length_高', 'sepal_length_高', 'Iris-virginica'})",frozenset({'petal_width_高'}),0.20666666666666667,0.32,0.2,0.967741935483871,3.024193548387097,1.0,0.1338666666666667,21.080000000000016,0.8436974789915967,0.6122448979591838,0.9525616698292221,0.7963709677419355
"frozenset({'petal_length_高', 'sepal_length_高', 'petal_width_高'})",frozenset({'Iris-virginica'}),0.20666666666666667,0.3333333333333333,0.2,0.967741935483871,2.903225806451613,1.0,0.13111111111111112,20.666666666666686,0.8263305322128852,0.5882352941176471,0.9516129032258065,0.7838709677419355
"frozenset({'sepal_length_高', 'Iris-virginica'})",frozenset({'petal_width_高'}),0.20666666666666667,0.32,0.2,0.967741935483871,3.024193548387097,1.0,0.1338666666666667,21.080000000000016,0.8436974789915967,0.6122448979591838,0.9525616698292221,0.7963709677419355
"frozenset({'sepal_length_高', 'petal_width_高'})","frozenset({'petal_length_高', 'Iris-virginica'})",0.20666666666666667,0.29333333333333333,0.2,0.967741935483871,3.2991202346041058,1.0,0.1393777777777778,21.906666666666688,0.8784313725490197,0.6666666666666667,0.9543517954960439,0.8247800586510264
"frozenset({'Iris-versicolor', 'sepal_length_中', 'sepal_width_低'})",frozenset({'petal_length_中'}),0.16666666666666666,0.36,0.16,0.9600000000000001,2.666666666666667,1.0,0.1,16.000000000000032,0.75,0.43636363636363645,0.9375000000000001,0.7022222222222223
"frozenset({'petal_width_中', 'Iris-versicolor', 'sepal_length_中', 'sepal_width_低'})",frozenset({'petal_length_中'}),0.16666666666666666,0.36,0.16,0.9600000000000001,2.666666666666667,1.0,0.1,16.000000000000032,0.75,0.43636363636363645,0.9375000000000001,0.7022222222222223
"frozenset({'Iris-versicolor', 'sepal_length_中', 'sepal_width_低'})","frozenset({'petal_width_中', 'petal_length_中'})",0.16666666666666666,0.31333333333333335,0.16,0.9600000000000001,3.0638297872340425,1.0,0.10777777777777778,17.1666666666667,0.8083333333333333,0.5000000000000001,0.9417475728155341,0.7353191489361702
frozenset({'Iris-versicolor'}),frozenset({'petal_length_中'}),0.3333333333333333,0.36,0.32,0.9600000000000001,2.666666666666667,1.0,0.2,16.000000000000032,0.9374999999999999,0.8571428571428571,0.9375000000000001,0.9244444444444445
frozenset({'Iris-versicolor'}),frozenset({'petal_width_中'}),0.3333333333333333,0.3466666666666667,0.32,0.9600000000000001,2.769230769230769,1.0,0.20444444444444446,16.333333333333364,0.9583333333333331,0.8888888888888891,0.9387755102040818,0.9415384615384615
frozenset({'petal_width_高'}),frozenset({'Iris-virginica'}),0.32,0.3333333333333333,0.30666666666666664,0.9583333333333333,2.875,1.0,0.19999999999999998,15.999999999999973,0.9590792838874681,0.8846153846153845,0.9374999999999999,0.9391666666666666
frozenset({'petal_length_高'}),frozenset({'Iris-virginica'}),0.30666666666666664,0.3333333333333333,0.29333333333333333,0.9565217391304348,2.8695652173913047,1.0,0.19111111111111112,15.333333333333345,0.9396853146853147,0.8461538461538464,0.9347826086956522,0.9182608695652175
"frozenset({'sepal_width_中', 'Iris-virginica'})",frozenset({'petal_width_高'}),0.14,0.32,0.13333333333333333,0.9523809523809523,2.976190476190476,1.0,0.08853333333333332,14.279999999999983,0.7720930232558139,0.40816326530612246,0.9299719887955181,0.6845238095238095
"frozenset({'petal_length_高', 'sepal_width_中'})",frozenset({'Iris-virginica'}),0.13333333333333333,0.3333333333333333,0.12666666666666668,0.9500000000000001,2.8500000000000005,1.0,0.08222222222222224,13.333333333333353,0.7489878542510122,0.3725490196078432,0.9249999999999999,0.665
"frozenset({'petal_length_高', 'sepal_width_中'})",frozenset({'petal_width_高'}),0.13333333333333333,0.32,0.12666666666666668,0.9500000000000001,2.96875,1.0,0.08400000000000002,13.600000000000017,0.7651821862348179,0.38775510204081637,0.9264705882352944,0.6729166666666667
"frozenset({'petal_length_高', 'sepal_width_中'})",frozenset({'sepal_length_高'}),0.13333333333333333,0.28,0.12666666666666668,0.9500000000000001,3.392857142857143,1.0,0.08933333333333335,14.400000000000018,0.8137651821862348,0.4418604651162792,0.9305555555555557,0.7011904761904763
"frozenset({'petal_length_高', 'sepal_width_中', 'petal_width_高'})",frozenset({'Iris-virginica'}),0.12666666666666668,0.3333333333333333,0.12,0.9473684210526314,2.8421052631578942,1.0,0.07777777777777778,12.666666666666629,0.7421543681085666,0.35294117647058826,0.9210526315789471,0.6536842105263156
"frozenset({'petal_length_高', 'sepal_width_中', 'Iris-virginica'})",frozenset({'petal_width_高'}),0.12666666666666668,0.32,0.12,0.9473684210526314,2.960526315789473,1.0,0.07946666666666666,12.919999999999959,0.7582697201017812,0.3673469387755102,0.9226006191950462,0.6611842105263157
"frozenset({'petal_length_高', 'sepal_length_高', 'sepal_width_中'})",frozenset({'petal_width_高'}),0.12666666666666668,0.32,0.12,0.9473684210526314,2.960526315789473,1.0,0.07946666666666666,12.919999999999959,0.7582697201017812,0.3673469387755102,0.9226006191950462,0.6611842105263157
"frozenset({'petal_length_高', 'sepal_width_中', 'petal_width_高'})",frozenset({'sepal_length_高'}),0.12666666666666668,0.28,0.12,0.9473684210526314,3.3834586466165404,1.0,0.08453333333333332,13.679999999999957,0.8066157760814249,0.41860465116279055,0.9269005847953214,0.6879699248120299
"frozenset({'petal_length_高', 'sepal_length_高', 'sepal_width_中'})",frozenset({'Iris-virginica'}),0.12666666666666668,0.3333333333333333,0.12,0.9473684210526314,2.8421052631578942,1.0,0.07777777777777778,12.666666666666629,0.7421543681085666,0.35294117647058826,0.9210526315789471,0.6536842105263156
"frozenset({'petal_length_高', 'sepal_width_中', 'Iris-virginica'})",frozenset({'sepal_length_高'}),0.12666666666666668,0.28,0.12,0.9473684210526314,3.3834586466165404,1.0,0.08453333333333332,13.679999999999957,0.8066157760814249,0.41860465116279055,0.9269005847953214,0.6879699248120299
"frozenset({'sepal_length_高', 'sepal_width_中', 'Iris-virginica'})",frozenset({'petal_width_高'}),0.12,0.32,0.11333333333333333,0.9444444444444444,2.951388888888889,1.0,0.07493333333333332,12.239999999999993,0.7513368983957219,0.3469387755102041,0.9183006535947712,0.6493055555555556
"frozenset({'sepal_length_高', 'petal_width_高', 'sepal_width_中'})",frozenset({'Iris-virginica'}),0.12,0.3333333333333333,0.11333333333333333,0.9444444444444444,2.8333333333333335,1.0,0.07333333333333333,11.999999999999996,0.7352941176470589,0.33333333333333337,0.9166666666666666,0.6422222222222222
"frozenset({'petal_length_高', 'sepal_width_低'})",frozenset({'Iris-virginica'}),0.12,0.3333333333333333,0.11333333333333333,0.9444444444444444,2.8333333333333335,1.0,0.07333333333333333,11.999999999999996,0.7352941176470589,0.33333333333333337,0.9166666666666666,0.6422222222222222
"frozenset({'sepal_width_中', 'petal_width_高', 'sepal_length_高'})","frozenset({'petal_length_高', 'Iris-virginica'})",0.12,0.29333333333333333,0.11333333333333333,0.9444444444444444,3.2196969696969697,1.0,0.07813333333333333,12.719999999999994,0.7834224598930482,0.37777777777777777,0.9213836477987422,0.6654040404040404
"frozenset({'petal_length_高', 'sepal_width_中', 'petal_width_高', 'Iris-virginica'})",frozenset({'sepal_length_高'}),0.12,0.28,0.11333333333333333,0.9444444444444444,3.3730158730158726,1.0,0.07973333333333332,12.959999999999994,0.7994652406417112,0.3953488372093023,0.9228395061728395,0.6746031746031745
"frozenset({'petal_length_高', 'sepal_width_中', 'sepal_length_高', 'Iris-virginica'})",frozenset({'petal_width_高'}),0.12,0.32,0.11333333333333333,0.9444444444444444,2.951388888888889,1.0,0.07493333333333332,12.239999999999993,0.7513368983957219,0.3469387755102041,0.9183006535947712,0.6493055555555556
"frozenset({'sepal_width_中', 'sepal_length_高', 'Iris-virginica'})","frozenset({'petal_length_高', 'petal_width_高'})",0.12,0.2733333333333333,0.11333333333333333,0.9444444444444444,3.4552845528455287,1.0,0.08053333333333333,13.079999999999995,0.8074866310160428,0.40476190476190477,0.9235474006116208,0.6795392953929539
"frozenset({'petal_length_高', 'sepal_width_中', 'petal_width_高', 'sepal_length_高'})",frozenset({'Iris-virginica'}),0.12,0.3333333333333333,0.11333333333333333,0.9444444444444444,2.8333333333333335,1.0,0.07333333333333333,11.999999999999996,0.7352941176470589,0.33333333333333337,0.9166666666666666,0.6422222222222222
"frozenset({'sepal_length_低', 'sepal_width_中'})","frozenset({'Iris-setosa', 'petal_width_低'})",0.11333333333333333,0.3333333333333333,0.10666666666666667,0.9411764705882354,2.8235294117647065,1.0,0.0688888888888889,11.333333333333353,0.7283834586466166,0.3137254901960785,0.9117647058823529,0.6305882352941177
"frozenset({'sepal_length_低', 'sepal_width_中'})",frozenset({'petal_length_低'}),0.11333333333333333,0.3333333333333333,0.10666666666666667,0.9411764705882354,2.8235294117647065,1.0,0.0688888888888889,11.333333333333353,0.7283834586466166,0.3137254901960785,0.9117647058823529,0.6305882352941177
"frozenset({'sepal_length_低', 'sepal_width_中'})",frozenset({'Iris-setosa'}),0.11333333333333333,0.3333333333333333,0.10666666666666667,0.9411764705882354,2.8235294117647065,1.0,0.0688888888888889,11.333333333333353,0.7283834586466166,0.3137254901960785,0.9117647058823529,0.6305882352941177
"frozenset({'sepal_length_低', 'sepal_width_中'})","frozenset({'petal_length_低', 'petal_width_低'})",0.11333333333333333,0.3333333333333333,0.10666666666666667,0.9411764705882354,2.8235294117647065,1.0,0.0688888888888889,11.333333333333353,0.7283834586466166,0.3137254901960785,0.9117647058823529,0.6305882352941177
"frozenset({'sepal_length_低', 'sepal_width_中'})",frozenset({'petal_width_低'}),0.11333333333333333,0.3333333333333333,0.10666666666666667,0.9411764705882354,2.8235294117647065,1.0,0.0688888888888889,11.333333333333353,0.7283834586466166,0.3137254901960785,0.9117647058823529,0.6305882352941177
"frozenset({'sepal_length_低', 'sepal_width_中'})","frozenset({'Iris-setosa', 'petal_length_低'})",0.11333333333333333,0.3333333333333333,0.10666666666666667,0.9411764705882354,2.8235294117647065,1.0,0.0688888888888889,11.333333333333353,0.7283834586466166,0.3137254901960785,0.9117647058823529,0.6305882352941177
"frozenset({'sepal_width_中', 'sepal_length_低'})","frozenset({'Iris-setosa', 'petal_length_低', 'petal_width_低'})",0.11333333333333333,0.3333333333333333,0.10666666666666667,0.9411764705882354,2.8235294117647065,1.0,0.0688888888888889,11.333333333333353,0.7283834586466166,0.3137254901960785,0.9117647058823529,0.6305882352941177
frozenset({'Iris-versicolor'}),"frozenset({'petal_width_中', 'petal_length_中'})",0.3333333333333333,0.31333333333333335,0.31333333333333335,0.9400000000000001,3.0,1.0,0.2088888888888889,11.444444444444455,0.9999999999999999,0.94,0.912621359223301,0.97
"frozenset({'Iris-versicolor', 'sepal_length_中'})","frozenset({'petal_width_中', 'petal_length_中'})",0.22,0.31333333333333335,0.20666666666666667,0.9393939393939393,2.9980657640232105,1.0,0.13773333333333332,11.32999999999999,0.8544251447477252,0.6326530612244898,0.9117387466902029,0.7994842037395229
"frozenset({'petal_width_高', 'sepal_length_中'})",frozenset({'Iris-virginica'}),0.10666666666666667,0.3333333333333333,0.1,0.9375,2.8125,1.0,0.06444444444444444,10.666666666666668,0.7213930348258706,0.2941176470588236,0.90625,0.61875
"frozenset({'petal_length_高', 'sepal_length_高'})","frozenset({'petal_width_高', 'Iris-virginica'})",0.21333333333333335,0.30666666666666664,0.2,0.9375,3.0570652173913047,1.0,0.1345777777777778,11.093333333333334,0.8553672316384182,0.625,0.9098557692307693,0.7948369565217392
frozenset({'petal_width_中'}),frozenset({'Iris-versicolor'}),0.3466666666666667,0.3333333333333333,0.32,0.923076923076923,2.769230769230769,1.0,0.20444444444444446,8.66666666666666,0.9778911564625851,0.8888888888888891,0.8846153846153844,0.9415384615384615
frozenset({'Iris-virginica'}),frozenset({'petal_width_高'}),0.3333333333333333,0.32,0.30666666666666664,0.9199999999999999,2.8749999999999996,1.0,0.19999999999999998,8.499999999999991,0.9782608695652173,0.8846153846153845,0.8823529411764705,0.9391666666666666
"frozenset({'petal_width_中', 'sepal_width_低'})",frozenset({'Iris-versicolor'}),0.24666666666666667,0.3333333333333333,0.22666666666666666,0.9189189189189189,2.7567567567567566,1.0,0.14444444444444443,8.222222222222218,0.8459135866736075,0.6415094339622642,0.8783783783783783,0.7994594594594595
"frozenset({'petal_width_中', 'sepal_length_中'})",frozenset({'Iris-versicolor'}),0.23333333333333334,0.3333333333333333,0.21333333333333335,0.9142857142857144,2.7428571428571433,1.0,0.13555555555555557,7.777777777777787,0.828804347826087,0.6037735849056605,0.8714285714285716,0.7771428571428572
"frozenset({'petal_length_高', 'Iris-virginica'})",frozenset({'petal_width_高'}),0.29333333333333333,0.32,0.26666666666666666,0.9090909090909091,2.840909090909091,1.0,0.1728,7.479999999999997,0.9169811320754717,0.7692307692307693,0.8663101604278076,0.8712121212121211
